event_id,session_id,student_id,domain,event_type,question_id,value,timestamp
evt-00037294,sess-00997,S-212,sql_duckdb,answer_submit,sq-sr-confidence-window,A,2026-03-15 17:23:54
evt-00035940,sess-00965,S-625,python_fundamentals,question_view,py-k-basics-d1-02,,2026-01-13 13:43:16
evt-00053285,sess-01426,S-202,python_fundamentals,question_view,py-k-basics-d1-01,,2026-01-23 12:52:45
evt-00044875,sess-01198,S-762,data_viz,option_select,dv-sr-confidence-sns,C,2026-02-21 10:07:08
evt-00032584,sess-00874,S-139,sql_duckdb,option_select,sq-a-window-d3-01,B,2026-04-01 20:52:26
evt-00050903,sess-01362,S-051,pandas_core,option_select,pd-k-merge-d2-01,B,2026-02-01 08:36:31
evt-00012408,sess-00339,S-197,python_fundamentals,answer_submit,py-sr-experience-patterns,C,2026-01-28 14:58:42
evt-00039194,sess-01048,S-483,python_fundamentals,option_select,py-sr-confidence-basics,A,2026-01-26 21:32:33
evt-00037213,sess-00995,S-530,python_fundamentals,question_view,py-k-ds-d2-01,,2026-01-28 09:23:48
evt-00028649,sess-00773,S-395,python_fundamentals,question_view,py-k-oop-d2-01,,2026-01-22 13:48:21
evt-00028056,sess-00759,S-065,data_viz,question_view,dv-sr-confidence-design,,2026-02-15 15:47:16
evt-00022172,sess-00603,S-556,sql_duckdb,option_select,sq-sr-confidence-window,C,2026-04-02 09:10:57
evt-00034405,sess-00921,S-035,sql_duckdb,session_end,,,2026-03-29 08:20:52
evt-00059876,sess-01607,S-464,python_fundamentals,answer_submit,py-sr-experience-patterns,A,2026-01-12 11:19:17
evt-00047334,sess-01264,S-448,data_viz,option_select,dv-sr-confidence-mpl,D,2026-02-18 13:28:44
evt-00016421,sess-00447,S-125,python_fundamentals,answer_submit,py-k-basics-d1-02,B,2026-01-14 10:43:42
evt-00034604,sess-00927,S-542,python_fundamentals,session_start,,,2026-01-20 09:13:00
evt-00052373,sess-01404,S-077,python_fundamentals,answer_submit,py-sr-experience-ds,B,2026-01-11 12:40:34
evt-00035541,sess-00952,S-084,python_fundamentals,answer_submit,py-k-patterns-d3-01,B,2026-01-18 19:03:14
evt-00046708,sess-01250,S-032,python_fundamentals,answer_submit,py-sr-experience-ds,B,2026-01-26 19:14:04
evt-00058371,sess-01565,S-159,data_viz,option_select,dv-k-sns-d2-01,C,2026-02-23 15:17:46
evt-00035250,sess-00945,S-771,python_fundamentals,question_view,py-k-basics-d1-03,,2026-01-26 22:34:58
evt-00039918,sess-01069,S-753,sql_duckdb,question_view,sq-sr-confidence-joins,,2026-03-30 10:01:22
evt-00067647,sess-01816,S-426,python_fundamentals,option_select,py-sr-confidence-basics,C,2026-01-23 13:38:30
evt-00048985,sess-01309,S-632,python_fundamentals,answer_submit,py-sr-experience-basics,A,2026-01-18 21:00:15
evt-00012808,sess-00348,S-280,python_fundamentals,option_select,py-sr-confidence-patterns,B,2026-01-29 16:04:36
evt-00033484,sess-00897,S-712,python_fundamentals,question_view,py-k-basics-d1-01,,2026-01-20 16:31:46
evt-00066825,sess-01796,S-766,sql_duckdb,answer_submit,sq-sr-confidence-select,A,2026-03-25 10:59:38
evt-00048979,sess-01309,S-632,python_fundamentals,session_start,,,2026-01-18 20:59:00
evt-00056771,sess-01519,S-638,sql_duckdb,answer_submit,sq-a-window-d3-01,D,2026-03-29 20:17:03
evt-00061291,sess-01646,S-387,sql_duckdb,answer_submit,sq-k-joins-d2-01,A,2026-03-16 14:27:27
evt-00033871,sess-00906,S-379,python_fundamentals,answer_submit,py-k-patterns-d2-01,D,2026-01-11 19:23:50
evt-00001587,sess-00042,S-256,data_viz,session_start,,,2026-02-19 15:28:00
evt-00016065,sess-00435,S-515,data_viz,session_end,,,2026-03-05 11:13:15
evt-00060471,sess-01622,S-481,data_viz,answer_submit,dv-k-sns-d2-01,C,2026-02-27 18:48:28
evt-00038141,sess-01022,S-624,pandas_core,option_select,pd-k-series-d1-01,B,2026-01-30 20:34:07
evt-00027116,sess-00732,S-462,python_fundamentals,answer_submit,py-sr-confidence-oop,C,2026-01-23 17:14:20
evt-00012568,sess-00342,S-601,sql_duckdb,answer_submit,sq-sr-confidence-joins,B,2026-03-30 18:12:15
evt-00018783,sess-00505,S-238,python_fundamentals,answer_submit,py-k-oop-d2-02,A,2026-01-15 12:28:36
evt-00019915,sess-00532,S-803,sql_duckdb,answer_submit,sq-sr-confidence-select,C,2026-03-18 22:24:49
evt-00067844,sess-01820,S-277,pandas_core,question_view,pd-a-groupby-d2-01,,2026-02-04 04:54:47
evt-00003443,sess-00093,S-564,pandas_core,option_select,pd-k-cleaning-d2-01,D,2026-02-01 18:29:41
evt-00026982,sess-00728,S-735,sql_duckdb,answer_submit,sq-k-window-d3-01,B,2026-03-28 14:24:39
evt-00017740,sess-00480,S-081,python_fundamentals,answer_submit,py-k-patterns-d2-01,C,2026-01-24 16:56:46
evt-00019686,sess-00527,S-018,data_viz,option_select,dv-sr-confidence-mpl,B,2026-02-24 13:39:10
evt-00011588,sess-00317,S-824,python_fundamentals,option_select,py-k-oop-d2-01,C,2026-01-28 16:43:47
evt-00043833,sess-01172,S-518,python_fundamentals,session_start,,,2026-01-20 11:54:00
evt-00034329,sess-00920,S-035,python_fundamentals,answer_submit,py-sr-confidence-patterns,A,2026-01-15 15:26:49
evt-00034651,sess-00929,S-357,sql_duckdb,answer_submit,sq-sr-confidence-window,D,2026-03-29 21:45:16
evt-00051936,sess-01392,S-620,python_fundamentals,answer_submit,py-k-basics-d1-02,A,2026-01-15 14:32:48
evt-00062879,sess-01689,S-495,pandas_core,question_view,pd-k-merge-d2-01,,2026-02-11 16:07:41
evt-00035750,sess-00961,S-815,data_viz,question_view,dv-k-sns-d2-01,,2026-02-14 16:54:20
evt-00049941,sess-01333,S-346,sql_duckdb,question_view,sq-k-agg-d2-01,,2026-03-15 11:21:30
evt-00018302,sess-00494,S-271,python_fundamentals,question_view,py-sr-experience-basics,,2026-01-16 12:25:36
evt-00030882,sess-00832,S-184,sql_duckdb,answer_submit,sq-sr-confidence-agg,B,2026-04-02 20:41:14
evt-00001885,sess-00053,S-098,pandas_core,question_view,pd-sr-confidence-cleaning,,2026-02-13 17:49:29
evt-00011166,sess-00306,S-156,data_viz,session_end,,,2026-03-04 14:05:21
evt-00026476,sess-00717,S-323,python_fundamentals,answer_submit,py-sr-confidence-patterns,D,2026-01-15 08:33:33
evt-00043836,sess-01172,S-518,python_fundamentals,answer_submit,py-sr-confidence-basics,A,2026-01-20 11:54:37
evt-00021209,sess-00574,S-726,sql_duckdb,answer_submit,sq-k-select-d1-01,D,2026-03-28 08:57:24
evt-00045908,sess-01229,S-567,data_viz,question_view,dv-k-sns-d2-01,,2026-02-26 10:25:15
evt-00016974,sess-00460,S-008,data_viz,answer_submit,dv-k-sns-d2-01,A,2026-03-06 12:18:35
evt-00050933,sess-01363,S-051,python_fundamentals,option_select,py-sr-experience-patterns,D,2026-01-25 12:42:01
evt-00047308,sess-01263,S-448,python_fundamentals,question_view,py-a-ds-d2-01,,2026-01-22 13:50:02
evt-00013301,sess-00362,S-596,python_fundamentals,option_select,py-sr-confidence-patterns,A,2026-01-30 11:22:31
evt-00035862,sess-00963,S-815,pandas_core,option_select,pd-k-groupby-d2-01,C,
evt-00007642,sess-00211,S-487,python_fundamentals,question_view,py-k-basics-d1-02,,2026-01-14 11:09:38
evt-00024238,sess-00654,S-724,python_fundamentals,option_select,py-k-basics-d1-02,A,2026-01-27 10:27:03
evt-00037919,sess-01014,S-536,data_viz,option_select,dv-k-sns-d2-01,C,2026-03-02 14:38:24
evt-00019453,sess-00522,S-630,python_fundamentals,answer_submit,py-sr-confidence-basics,D,2026-01-28 21:50:20
evt-00005184,sess-00143,S-738,python_fundamentals,option_select,py-sr-confidence-patterns,B,2026-01-12 12:12:25
evt-00010106,sess-00274,S-142,python_fundamentals,answer_submit,py-k-oop-d2-02,C,2026-01-25 17:48:56
evt-00022738,sess-00616,S-214,python_fundamentals,option_select,py-sr-confidence-ds,D,2026-01-14 12:22:44
evt-00013716,sess-00373,INVALID-154,data_viz,question_view,dv-sr-confidence-sns,,2026-03-05 10:09:59
evt-00029863,sess-00806,S-285,data_viz,session_start,,,2026-03-04 14:07:00
evt-00050695,sess-01355,S-148,data_viz,answer_submit,dv-sr-confidence-sns,D,2026-03-04 12:19:39
evt-00037532,sess-01004,S-103,python_fundamentals,answer_submit,py-sr-experience-patterns,B,2026-01-27 19:35:29
evt-00002606,sess-00071,S-335,pandas_core,answer_submit,pd-k-series-d1-01,D,2026-02-11 16:14:03
evt-00027332,sess-00738,S-538,python_fundamentals,question_view,py-k-ds-d2-02,,2026-01-14 22:11:17
evt-00062927,sess-01691,S-495,python_fundamentals,answer_submit,py-sr-confidence-oop,D,2026-01-28 09:53:21
evt-00057107,sess-01528,S-299,sql_duckdb,option_select,sq-sr-confidence-agg,A,2026-03-20 08:23:49
evt-00049143,sess-01312,S-164,pandas_core,session_end,,,2026-02-11 08:26:37
evt-00001304,sess-00035,S-086,python_fundamentals,question_view,py-k-patterns-d2-02,,2026-01-11 10:31:33
evt-00017658,sess-00479,S-081,pandas_core,answer_submit,pd-sr-confidence-merge,C,2026-02-06 21:18:44
evt-00013946,sess-00379,S-354,data_viz,option_select,dv-a-design-d2-01,C,2026-03-02 22:02:41
evt-00029185,sess-00786,S-650,python_fundamentals,answer_submit,py-k-patterns-d2-02,B,2026-01-16 17:50:54
evt-00001345,sess-00036,S-372,sql_duckdb,answer_submit,sq-k-window-d3-01,A,2026-03-22 13:44:39
evt-00044138,sess-01179,S-147,python_fundamentals,option_select,py-k-patterns-d2-01,A,2026-01-12 06:43:35
evt-00050026,sess-01337,S-559,python_fundamentals,session_start,,,2026-01-14 08:16:00
evt-00029070,sess-00784,S-653,pandas_core,question_view,pd-sr-confidence-merge,,2026-02-08 11:48:02
evt-00008117,sess-00226,S-298,sql_duckdb,option_select,sq-k-agg-d2-01,D,2026-03-17 13:57:28
evt-00031953,sess-00859,S-427,pandas_core,option_select,pd-k-cleaning-d2-01,B,2026-01-30 13:22:07
evt-00039103,sess-01045,S-050,pandas_core,answer_submit,pd-sr-confidence-groupby,D,2026-02-01 21:29:40
evt-00012254,sess-00335,S-306,python_fundamentals,question_view,py-k-basics-d1-03,,2026-01-24 22:32:36
evt-00050060,sess-01337,S-559,python_fundamentals,option_select,py-k-basics-d1-02,C,2026-01-14 08:20:34
evt-00022870,sess-00619,S-543,sql_duckdb,option_select,sq-sr-confidence-joins,C,2026-04-03 10:22:21
evt-00036400,sess-00977,S-318,python_fundamentals,question_view,py-sr-experience-oop,,2026-01-27 21:35:35
evt-00018936,sess-00508,S-150,python_fundamentals,question_view,py-a-patterns-d3-01,,2026-01-26 11:17:47
evt-00052502,sess-01407,S-021,python_fundamentals,question_view,py-sr-experience-basics,,2026-01-25 21:07:35
evt-00006577,sess-00185,S-381,python_fundamentals,answer_submit,py-sr-confidence-oop,D,2026-01-24 21:27:39
evt-00066659,sess-01789,S-044,sql_duckdb,answer_submit,sq-k-select-d1-01,C,2026-03-23 17:59:13
evt-00033837,sess-00906,S-379,python_fundamentals,option_select,py-sr-experience-patterns,A,2026-01-11 19:19:48
evt-00059541,sess-01599,S-371,python_fundamentals,option_select,py-sr-confidence-patterns,A,2026-01-19 19:38:01
evt-00057103,sess-01528,S-299,sql_duckdb,question_view,sq-sr-confidence-select,,2026-03-20 08:23:25
evt-00008011,sess-00219,S-744,python_fundamentals,answer_submit,py-k-patterns-d3-01,C,2026-01-26 11:15:35
evt-00036838,sess-00986,INVALID-222,data_viz,answer_submit,dv-k-mpl-d1-01,A,2026-03-01 17:18:33
evt-00003793,sess-00103,S-099,pandas_core,option_select,pd-sr-confidence-merge,D,2026-02-11 03:06:45
evt-00047738,sess-01275,S-674,sql_duckdb,option_select,sq-a-window-d3-01,A,2026-03-28 20:26:53
evt-00062048,sess-01667,S-581,pandas_core,option_select,pd-sr-confidence-groupby,C,2026-01-25 19:53:20
evt-00050686,sess-01354,S-148,python_fundamentals,option_select,py-a-patterns-d3-01,B,2026-01-10 10:29:46
evt-00052655,sess-01410,S-021,pandas_core,option_select,pd-k-merge-d2-01,A,2026-02-13 09:07:48
evt-00023097,sess-00625,S-603,data_viz,option_select,dv-sr-confidence-sns,A,2026-02-18 13:55:04
evt-00029848,sess-00805,S-476,sql_duckdb,question_view,sq-k-agg-d2-01,,2026-03-17 18:37:24
evt-00008516,sess-00235,S-146,python_fundamentals,option_select,py-a-ds-d2-01,A,2026-01-13 11:07:35
evt-00023511,sess-00634,S-122,pandas_core,option_select,pd-k-cleaning-d2-01,A,2026-02-04 13:23:57
evt-00007329,sess-00203,S-606,python_fundamentals,option_select,py-sr-confidence-patterns,D,2026-01-30 18:52:27
evt-00035906,sess-00964,S-625,pandas_core,answer_submit,pd-a-groupby-d2-01,D,2026-01-26 22:51:20
evt-00029704,sess-00801,S-069,python_fundamentals,option_select,py-k-basics-d1-03,D,2026-01-16 10:11:20
evt-00008434,sess-00233,S-117,sql_duckdb,option_select,sq-k-window-d3-01,A,2026-04-03 10:58:01
evt-00053797,sess-01441,S-602,python_fundamentals,question_view,py-a-ds-d2-01,,2026-01-29 21:34:44
evt-00063449,sess-01704,S-607,python_fundamentals,option_select,py-k-basics-d1-03,C,2026-01-22 21:07:31
evt-00054287,sess-01455,S-267,pandas_core,option_select,pd-sr-confidence-series,B,2026-02-07 19:10:23
evt-00040407,sess-01083,S-293,python_fundamentals,question_view,py-k-ds-d2-03,,2026-01-19 12:02:02
evt-00038194,sess-01024,S-624,python_fundamentals,answer_submit,py-sr-confidence-basics,D,2026-01-13 14:40:33
evt-00028845,sess-00778,S-102,sql_duckdb,option_select,sq-k-select-d1-01,B,2026-03-16 15:21:19
evt-00058038,sess-01555,S-576,data_viz,question_view,dv-k-design-d2-01,,2026-02-20 17:35:09
evt-00014801,sess-00402,S-641,python_fundamentals,question_view,py-k-basics-d1-02,,2026-01-19 12:08:53
evt-00066471,sess-01784,S-822,pandas_core,question_view,pd-sr-confidence-series,,2026-02-08 20:23:14
evt-00041763,sess-01117,S-662,python_fundamentals,option_select,py-k-oop-d2-02,C,2026-01-25 10:53:16
evt-00055905,sess-01497,S-259,sql_duckdb,answer_submit,sq-sr-confidence-window,A,2026-03-14 19:01:24
evt-00000757,sess-00021,S-092,sql_duckdb,option_select,sq-k-window-d3-01,C,2026-03-15 08:19:37
evt-00006269,sess-00174,S-230,data_viz,answer_submit,dv-k-sns-d2-01,A,2026-02-16 10:08:42
evt-00015991,sess-00434,S-515,python_fundamentals,answer_submit,py-sr-experience-oop,B,2026-01-14 17:42:33
evt-00001672,sess-00046,S-257,sql_duckdb,question_view,sq-a-window-d3-01,,2026-03-29 10:02:48
evt-00029257,sess-00790,S-756,python_fundamentals,question_view,py-sr-confidence-basics,,2026-01-16 12:07:21
evt-00039815,sess-01065,S-015,data_viz,answer_submit,dv-a-design-d2-01,A,2026-02-28 12:48:00
evt-00044605,sess-01192,S-063,sql_duckdb,option_select,sq-sr-confidence-select,C,2026-03-17 10:33:28
evt-00024863,sess-00673,S-432,python_fundamentals,option_select,py-sr-experience-ds,C,2026-01-17 13:57:10
evt-00067815,sess-01820,S-277,pandas_core,question_view,pd-sr-confidence-series,,2026-02-04 04:51:16
evt-00039273,sess-01049,S-483,data_viz,answer_submit,dv-sr-confidence-design,B,2026-02-17 08:53:59
evt-00031376,sess-00845,S-446,data_viz,option_select,dv-sr-confidence-sns,C,2026-02-15 17:26:59
evt-00004891,sess-00136,S-255,python_fundamentals,option_select,py-sr-experience-oop,B,2026-01-29 12:22:57
evt-00030686,sess-00825,S-526,python_fundamentals,answer_submit,py-k-ds-d2-02,A,2026-01-18 10:11:24
evt-00014427,sess-00392,S-413,python_fundamentals,option_select,py-a-ds-d2-01,B,2026-01-30 19:00:05
evt-00036805,sess-00985,S-241,sql_duckdb,answer_submit,sq-sr-confidence-joins,A,2026-03-26 17:36:23
evt-00063470,sess-01704,S-607,python_fundamentals,option_select,py-k-oop-d2-02,A,2026-01-22 21:10:11
evt-00025558,sess-00691,S-301,sql_duckdb,option_select,sq-k-agg-d2-01,A,2026-03-20 20:41:40
evt-00043266,sess-01157,S-045,python_fundamentals,answer_submit,py-k-ds-d2-03,C,2026-01-14 15:59:51
evt-00014066,sess-00383,S-415,python_fundamentals,question_view,py-k-oop-d2-01,,2026-01-20 10:00:01
evt-00030201,sess-00813,S-151,sql_duckdb,option_select,sq-sr-confidence-agg,C,2026-03-26 08:11:10
evt-00021389,sess-00583,S-075,sql_duckdb,option_select,sq-sr-confidence-window,D,2026-03-20 14:13:51
evt-00004836,sess-00135,S-255,pandas_core,question_view,pd-sr-confidence-series,,2026-02-10 09:00:11
evt-00032813,sess-00880,S-573,pandas_core,answer_submit,pd-k-series-d1-01,C,2026-02-07 15:40:14
evt-00044989,sess-01201,S-708,data_viz,answer_submit,dv-a-design-d2-01,D,2026-02-26 22:07:00
evt-00044723,sess-01196,S-680,python_fundamentals,option_select,py-sr-confidence-basics,C,2026-01-28 15:18:25
evt-00009205,sess-00253,S-054,python_fundamentals,option_select,py-k-oop-d2-01,B,2026-01-19 09:58:04
evt-00014905,sess-00404,S-641,sql_duckdb,question_view,sq-a-window-d3-01,,2026-03-26 21:32:51
evt-00027436,sess-00740,S-419,python_fundamentals,option_select,py-k-basics-d1-03,D,2026-01-25 08:26:26
evt-00015385,sess-00419,S-506,python_fundamentals,option_select,py-sr-experience-ds,C,2026-01-20 22:41:41
evt-00058341,sess-01564,S-159,sql_duckdb,answer_submit,sq-k-agg-d2-01,D,2026-03-18 20:50:59
evt-00032380,sess-00869,S-612,data_viz,question_view,dv-sr-confidence-design,,2026-03-06 11:58:15
evt-00022901,sess-00620,S-543,pandas_core,answer_submit,pd-sr-confidence-cleaning,B,2026-02-04 20:45:07
evt-00024600,sess-00663,S-224,python_fundamentals,option_select,py-k-ds-d2-03,C,2026-01-10 12:13:17
evt-00067332,sess-01808,S-390,data_viz,question_view,dv-k-mpl-d1-01,,2026-02-28 15:28:34
evt-00064245,sess-01726,INVALID-202,python_fundamentals,answer_submit,py-sr-confidence-basics,B,2026-01-19 10:32:40
evt-00019156,sess-00514,S-353,pandas_core,answer_submit,pd-k-groupby-d2-01,B,2026-02-01 06:00:38
evt-00064464,sess-01730,S-669,python_fundamentals,option_select,py-k-patterns-d2-02,C,2026-01-28 16:11:32
evt-00042893,sess-01148,S-754,python_fundamentals,option_select,py-k-basics-d1-03,D,2026-01-30 11:41:38
evt-00061448,sess-01652,S-757,python_fundamentals,option_select,py-sr-experience-oop,C,2026-01-28 22:33:55
evt-00021404,sess-00583,S-075,sql_duckdb,answer_submit,sq-k-window-d3-01,B,2026-03-20 14:15:56
evt-00013182,sess-00359,S-225,python_fundamentals,question_view,py-k-basics-d1-02,,2026-01-27 10:16:59
evt-00044496,sess-01190,S-063,pandas_core,question_view,pd-sr-confidence-series,,2026-01-26 09:56:07
evt-00060255,sess-01618,S-143,python_fundamentals,question_view,py-sr-experience-basics,,2026-01-26 12:18:43
evt-00005860,sess-00162,S-276,sql_duckdb,option_select,sq-k-joins-d2-01,D,2026-03-30 10:03:06
evt-00029801,sess-00803,S-476,python_fundamentals,option_select,py-k-ds-d2-02,C,2026-01-27 13:36:00
evt-00041160,sess-01102,S-055,sql_duckdb,option_select,sq-sr-confidence-window,D,2026-03-22 03:51:15
evt-00050550,sess-01351,S-682,pandas_core,option_select,pd-k-series-d1-02,C,2026-02-08 10:13:17
evt-00016708,sess-00453,S-431,python_fundamentals,question_view,py-k-patterns-d2-01,,2026-01-27 12:01:10
evt-00034546,sess-00925,S-091,python_fundamentals,answer_submit,py-k-ds-d2-03,B,2026-01-12 20:50:47
evt-00003991,sess-00108,S-551,data_viz,option_select,dv-k-sns-d2-01,C,2026-03-01 12:17:48
evt-00001108,sess-00030,S-239,data_viz,option_select,dv-k-sns-d2-01,C,2026-02-14 14:14:52
evt-00004796,sess-00132,S-450,data_viz,question_view,dv-k-mpl-d1-01,,2026-02-19 08:11:34
evt-00019691,sess-00527,S-018,data_viz,question_view,dv-sr-confidence-design,,2026-02-24 13:39:56
evt-00046395,sess-01241,S-153,pandas_core,answer_submit,pd-k-series-d1-01,D,2026-02-13 04:13:26
evt-00003096,sess-00084,S-477,sql_duckdb,option_select,sq-sr-confidence-agg,C,2026-03-17 09:05:51
evt-00022241,sess-00604,S-556,python_fundamentals,question_view,py-k-ds-d2-03,,2026-01-11 19:13:50
evt-00046185,sess-01235,S-773,pandas_core,answer_submit,pd-a-groupby-d2-01,D,2026-02-11 10:05:24
evt-00051350,sess-01374,S-003,pandas_core,option_select,pd-sr-confidence-cleaning,B,2026-01-31 15:06:18
evt-00048360,sess-01291,S-447,python_fundamentals,session_end,,,2026-01-20 22:12:53
evt-00053836,sess-01442,S-602,pandas_core,option_select,pd-k-series-d1-01,A,2026-02-06 15:05:20
evt-00002958,sess-00080,S-667,python_fundamentals,question_view,py-k-patterns-d3-01,,2026-01-30 08:31:40
evt-00043549,sess-01165,S-403,python_fundamentals,option_select,py-k-oop-d2-02,A,2026-01-22 17:37:56
evt-00049832,sess-01331,S-346,data_viz,option_select,dv-sr-confidence-sns,A,2026-03-03 19:57:55
evt-00031866,sess-00857,S-516,python_fundamentals,question_view,py-k-ds-d2-01,,2026-01-16 13:02:22
evt-00012473,sess-00340,S-601,data_viz,answer_submit,dv-k-sns-d2-01,C,2026-03-02 21:48:42
evt-00049293,sess-01318,S-621,python_fundamentals,answer_submit,py-sr-experience-oop,A,2026-01-19 11:47:18
evt-00002163,sess-00059,S-163,python_fundamentals,option_select,py-k-patterns-d3-01,C,2026-01-29 16:56:15
evt-00006655,sess-00186,S-317,sql_duckdb,option_select,sq-k-joins-d2-01,C,2026-03-24 15:22:31
evt-00059843,sess-01606,S-464,data_viz,answer_submit,dv-a-design-d2-01,C,2026-02-15 13:36:28
evt-00027340,sess-00738,S-539,python_fundamentals,answer_submit,py-a-ds-d2-01,C,2026-01-14 22:11:57
evt-00047103,sess-01259,S-677,data_viz,question_view,dv-sr-confidence-sns,,2026-03-01 15:24:44
evt-00003215,sess-00088,S-132,python_fundamentals,question_view,py-sr-confidence-basics,,2026-01-14 17:13:27
evt-00067226,sess-01805,S-172,python_fundamentals,answer_submit,py-k-basics-d1-02,C,2026-01-10 19:32:52
evt-00060782,sess-01632,S-703,data_viz,option_select,dv-a-design-d2-01,A,2026-02-23 17:46:25
evt-00043110,sess-01153,S-747,data_viz,answer_submit,dv-sr-confidence-design,D,2026-02-15 09:32:16
evt-00056719,sess-01518,S-638,data_viz,answer_submit,dv-sr-confidence-mpl,C,2026-03-02 15:32:27
evt-00064168,sess-01722,S-038,python_fundamentals,answer_submit,py-k-patterns-d2-02,B,2026-01-11 08:28:21
evt-00059962,sess-01609,S-060,sql_duckdb,question_view,sq-sr-confidence-joins,,2026-03-27 20:00:01
evt-00011344,sess-00311,S-598,python_fundamentals,option_select,py-k-basics-d1-02,C,2026-01-18 12:05:28
evt-00029969,sess-00808,S-554,pandas_core,option_select,pd-sr-confidence-groupby,B,2026-01-30 20:26:47
evt-00017342,sess-00470,S-023,pandas_core,option_select,pd-sr-confidence-series,C,2026-01-31 12:38:27
evt-00029983,sess-00808,S-554,pandas_core,option_select,pd-k-cleaning-d2-01,C,2026-01-30 20:28:20
evt-00057003,sess-01525,S-458,python_fundamentals,answer_submit,py-a-patterns-d3-01,C,2026-01-23 22:01:58
evt-00012435,sess-00339,S-197,python_fundamentals,option_select,py-k-oop-d2-01,B,2026-01-28 15:02:13
evt-00051912,sess-01392,S-620,python_fundamentals,answer_submit,py-sr-confidence-ds,D,2026-01-15 14:29:34
evt-00062922,sess-01691,S-495,python_fundamentals,question_view,py-sr-experience-ds,,2026-01-28 09:52:35
evt-00046071,sess-01233,S-773,data_viz,question_view,dv-k-sns-d2-01,,2026-02-22 17:46:03
evt-00005603,sess-00153,S-101,python_fundamentals,option_select,py-k-basics-d1-01,D,2026-01-23 15:48:16
evt-00037100,sess-00992,S-119,pandas_core,option_select,pd-k-series-d1-02,C,2026-02-10 22:26:58
evt-00047991,sess-01281,S-270,data_viz,answer_submit,dv-k-mpl-d1-01,B,2026-03-03 23:01:44
evt-00049816,sess-01330,S-764,pandas_core,option_select,pd-k-groupby-d2-01,C,2026-02-11 05:14:39
evt-00006870,sess-00192,S-492,sql_duckdb,option_select,sq-a-window-d3-01,A,2026-04-03 15:29:31
evt-00039403,sess-01055,S-616,pandas_core,answer_submit,pd-k-series-d1-02,A,2026-02-04 16:54:18
evt-00002704,sess-00073,S-140,pandas_core,question_view,pd-sr-confidence-groupby,,2026-01-25 17:21:07
evt-00027551,sess-00746,S-499,pandas_core,question_view,pd-k-cleaning-d2-01,,2026-01-27 12:39:38
evt-00033262,sess-00892,S-030,sql_duckdb,option_select,sq-sr-confidence-joins,B,2026-03-27 21:52:51
evt-00039493,sess-01057,S-152,python_fundamentals,option_select,py-k-ds-d2-03,B,2026-01-22 22:29:10
evt-00059330,sess-01593,S-561,python_fundamentals,answer_submit,py-k-ds-d2-01,C,2026-01-22 14:19:53
evt-00051135,sess-01368,S-100,python_fundamentals,option_select,py-sr-confidence-ds,B,2026-01-26 14:16:45
evt-00065612,sess-01760,S-428,sql_duckdb,question_view,sq-k-window-d3-01,,2026-03-23 17:10:33
evt-00019569,sess-00524,S-009,pandas_core,question_view,pd-k-series-d1-02,,2026-01-24 11:38:00
evt-00050519,sess-01350,S-682,sql_duckdb,question_view,sq-k-agg-d2-01,,2026-03-17 11:37:03
evt-00023651,sess-00637,S-243,python_fundamentals,session_end,,,2026-01-26 13:29:19
evt-00057570,sess-01540,S-739,pandas_core,option_select,pd-a-groupby-d2-01,D,2026-01-30 13:55:45
evt-00065657,sess-01761,S-155,python_fundamentals,option_select,py-k-basics-d1-03,C,2026-01-12 19:20:44
evt-00006455,sess-00180,S-525,python_fundamentals,option_select,py-k-patterns-d2-01,B,2026-01-30 17:05:20
evt-00003376,sess-00091,S-367,python_fundamentals,option_select,py-k-patterns-d2-01,B,2026-01-11 11:10:11
evt-00049875,sess-01332,S-346,python_fundamentals,question_view,py-sr-experience-patterns,,2026-01-30 09:54:09
evt-00045217,sess-01208,S-549,python_fundamentals,question_view,py-k-ds-d2-03,,2026-01-27 21:02:52
evt-00014762,sess-00400,S-814,data_viz,question_view,dv-k-sns-d2-01,,2026-03-05 19:34:28
evt-00008686,sess-00240,INVALID-245,python_fundamentals,question_view,py-sr-experience-patterns,,2026-01-29 19:48:11
evt-00004211,sess-00117,S-186,pandas_core,question_view,pd-sr-confidence-merge,,2026-02-12 19:01:49
evt-00051585,sess-01382,S-788,pandas_core,session_start,,,2026-01-31 13:29:00
evt-00026350,sess-00714,S-752,python_fundamentals,option_select,py-k-basics-d1-02,D,2026-01-23 22:14:31
evt-00050021,sess-01336,S-559,pandas_core,answer_submit,pd-k-merge-d2-01,B,2026-02-04 06:36:31
evt-00041045,sess-01099,S-583,pandas_core,option_select,pd-sr-confidence-cleaning,B,2026-02-13 08:56:54
evt-00001742,sess-00049,S-274,python_fundamentals,option_select,py-k-basics-d1-01,D,2026-01-17 15:06:09
evt-00021600,sess-00589,S-541,python_fundamentals,question_view,py-sr-experience-basics,,2026-01-16 19:09:38
evt-00055190,sess-01477,S-133,python_fundamentals,option_select,py-k-patterns-d3-01,D,2026-01-28 15:48:09
evt-00022211,sess-00604,S-556,python_fundamentals,question_view,py-sr-confidence-oop,,2026-01-11 19:10:21
evt-00014636,sess-00397,S-814,pandas_core,question_view,pd-k-series-d1-02,,2026-02-11 17:47:06
evt-00052267,sess-01401,S-633,data_viz,question_view,dv-sr-confidence-mpl,,2026-02-21 13:43:30
